Sample Names	MutationType	DBS2	DBS4	DBS6	DBS7	DBS9	DBS11
Kidney-RCC::S.28	CC>AG	0.38034280550425664	0.0	0.0	0.0	0.6196571944957434	0.0
Kidney-RCC::S.28	CC>AT	0.5337141024772225	0.0	0.0	0.0	0.46628589752277744	0.0
Kidney-RCC::S.28	CC>GA	0.2642441140075614	0.0	0.0	0.0	0.7357558859924386	0.0
Kidney-RCC::S.28	CC>GG	0.03178014659923832	0.0	0.0	0.0	0.9682198534007617	0.0
Kidney-RCC::S.28	CC>GT	0.013530517065644206	0.0	0.0	0.0	0.9864694829343557	0.0
Kidney-RCC::S.28	CC>TA	0.8386631369165781	0.0	0.0	0.0	0.1613368630834219	0.0
Kidney-RCC::S.28	CC>TG	0.003401165334944122	0.0	0.0	0.0	0.996598834665056	0.0
Kidney-RCC::S.28	CC>TT	0.09348836130588391	0.0	0.0	0.0	0.9065116386941161	0.0
Kidney-RCC::S.28	CG>AT	0.5396047436814755	0.0	0.0	0.0	0.4603952563185245	0.0
Kidney-RCC::S.28	CG>GC	0.872790779484284	0.0	0.0	0.0	0.12720922051571595	0.0
Kidney-RCC::S.28	CG>GT	0.7418174544707508	0.0	0.0	0.0	0.25818254552924913	0.0
Kidney-RCC::S.28	CG>TA	0.09348836130588391	0.0	0.0	0.0	0.9065116386941161	0.0
Kidney-RCC::S.28	CG>TC	0.7829902328981553	0.0	0.0	0.0	0.21700976710184472	0.0
Kidney-RCC::S.28	CG>TT	0.9373616446919881	0.0	0.0	0.0	0.06263835530801183	0.0
Kidney-RCC::S.28	CT>AA	0.9999999999999875	0.0	0.0	0.0	1.2593748163120691e-14	0.0
Kidney-RCC::S.28	CT>AC	0.09348836130588391	0.0	0.0	0.0	0.9065116386941161	0.0
Kidney-RCC::S.28	CT>AG	0.18375073558156527	0.0	0.0	0.0	0.8162492644184347	0.0
Kidney-RCC::S.28	CT>GA	0.0014201761056249552	0.0	0.0	0.0	0.998579823894375	0.0
Kidney-RCC::S.28	CT>GC	0.009525276842391357	0.0	0.0	0.0	0.9904747231576086	0.0
Kidney-RCC::S.28	CT>GG	0.0019231187743395874	0.0	0.0	0.0	0.9980768812256604	0.0
Kidney-RCC::S.28	CT>TA	0.9999999999999881	0.0	0.0	0.0	1.1960334650693776e-14	0.0
Kidney-RCC::S.28	CT>TC	0.22211584490186692	0.0	0.0	0.0	0.7778841550981331	0.0
Kidney-RCC::S.28	CT>TG	0.9999999999998913	0.0	0.0	0.0	1.0871249593476138e-13	0.0
Kidney-RCC::S.28	GC>AA	0.9999999999999921	0.0	0.0	0.0	7.957859854188408e-15	0.0
Kidney-RCC::S.28	GC>AG	0.0005846540935984259	0.0	0.0	0.0	0.9994153459064017	0.0
Kidney-RCC::S.28	GC>AT	0.001685314548970151	0.0	0.0	0.0	0.9983146854510299	0.0
Kidney-RCC::S.28	GC>CA	0.00856075926318056	0.0	0.0	0.0	0.9914392407368193	0.0
Kidney-RCC::S.28	GC>CG	0.005936075979324796	0.0	0.0	0.0	0.9940639240206752	0.0
Kidney-RCC::S.28	GC>TA	0.011597773926150018	0.0	0.0	0.0	0.98840222607385	0.0
Kidney-RCC::S.28	TA>AT	0.038091305398381764	0.0	0.0	0.0	0.9619086946016182	0.0
Kidney-RCC::S.28	TA>CG	0.003114386276971957	0.0	0.0	0.0	0.9968856137230281	0.0
Kidney-RCC::S.28	TA>CT	0.004381805863542988	0.0	0.0	0.0	0.995618194136457	0.0
Kidney-RCC::S.28	TA>GC	0.030707711103276095	0.0	0.0	0.0	0.9692922888967238	0.0
Kidney-RCC::S.28	TA>GG	0.005388232882152134	0.0	0.0	0.0	0.9946117671178478	0.0
Kidney-RCC::S.28	TA>GT	0.03595442261884044	0.0	0.0	0.0	0.9640455773811596	0.0
Kidney-RCC::S.28	TC>AA	0.0806344937598499	0.0	0.0	0.0	0.91936550624015	0.0
Kidney-RCC::S.28	TC>AG	0.0009549672637819592	0.0	0.0	0.0	0.999045032736218	0.0
Kidney-RCC::S.28	TC>AT	1.796409758115632e-17	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.28	TC>CA	0.0031095874074856225	0.0	0.0	0.0	0.9968904125925144	0.0
Kidney-RCC::S.28	TC>CG	0.00011141992721644616	0.0	0.0	0.0	0.9998885800727835	0.0
Kidney-RCC::S.28	TC>CT	0.014338395096819194	0.0	0.0	0.0	0.9856616049031809	0.0
Kidney-RCC::S.28	TC>GA	0.011289049690584363	0.0	0.0	0.0	0.9887109503094157	0.0
Kidney-RCC::S.28	TC>GG	0.0005901346508189579	0.0	0.0	0.0	0.9994098653491811	0.0
Kidney-RCC::S.28	TC>GT	0.9999999999995214	0.0	0.0	0.0	4.786142518003583e-13	0.0
Kidney-RCC::S.28	TG>AA	0.0401361056666498	0.0	0.0	0.0	0.9598638943333503	0.0
Kidney-RCC::S.28	TG>AC	0.006708982592639778	0.0	0.0	0.0	0.9932910174073601	0.0
Kidney-RCC::S.28	TG>AT	0.5620834400332613	0.0	0.0	0.0	0.4379165599667387	0.0
Kidney-RCC::S.28	TG>CA	0.001407684873466255	0.0	0.0	0.0	0.9985923151265338	0.0
Kidney-RCC::S.28	TG>CC	0.0011220597593551147	0.0	0.0	0.0	0.9988779402406449	0.0
Kidney-RCC::S.28	TG>CT	0.4144756694054685	0.0	0.0	0.0	0.5855243305945315	0.0
Kidney-RCC::S.28	TG>GA	0.050414326324679404	0.0	0.0	0.0	0.9495856736753207	0.0
Kidney-RCC::S.28	TG>GC	0.015289468572114323	0.0	0.0	0.0	0.9847105314278856	0.0
Kidney-RCC::S.28	TG>GT	0.2995656499428957	0.0	0.0	0.0	0.7004343500571043	0.0
Kidney-RCC::S.28	TT>AA	0.7382929786862545	0.0	0.0	0.0	0.26170702131374557	0.0
Kidney-RCC::S.28	TT>AC	0.011429923383961735	0.0	0.0	0.0	0.9885700766160384	0.0
Kidney-RCC::S.28	TT>AG	0.0496773835447175	0.0	0.0	0.0	0.9503226164552826	0.0
Kidney-RCC::S.28	TT>CA	0.09339449966404856	0.0	0.0	0.0	0.9066055003359514	0.0
Kidney-RCC::S.28	TT>CC	0.00012885749801084997	0.0	0.0	0.0	0.9998711425019893	0.0
Kidney-RCC::S.28	TT>CG	0.14621202069789038	0.0	0.0	0.0	0.8537879793021095	0.0
Kidney-RCC::S.28	TT>GA	0.9999999999991418	0.0	0.0	0.0	8.581815564026902e-13	0.0
Kidney-RCC::S.28	TT>GC	0.009557725150128623	0.0	0.0	0.0	0.9904422748498716	0.0
Kidney-RCC::S.28	TT>GG	0.09348836130588391	0.0	0.0	0.0	0.9065116386941161	0.0
Kidney-RCC::S.29	AC>CA	0.0	0.08081860502471659	0.05191479010241427	0.8672666048728691	0.0	0.0
Kidney-RCC::S.29	AC>CG	0.0	0.007938924024802195	0.02337356883600583	0.9686875071391919	0.0	0.0
Kidney-RCC::S.29	AC>CT	0.0	6.204626353888957e-16	0.017901838527689323	0.98209816147231	0.0	0.0
Kidney-RCC::S.29	AC>GA	0.0	0.19646694709454068	0.3830209132813506	0.42051213962410866	0.0	0.0
Kidney-RCC::S.29	AC>GG	0.0	2.7344547824220755e-15	0.040576812464637534	0.9594231875353597	0.0	0.0
Kidney-RCC::S.29	AC>GT	0.0	2.4946948337537312e-06	0.02940799727775336	0.970589508027413	0.0	0.0
Kidney-RCC::S.29	AC>TA	0.0	0.07644324025148094	0.6077921369816875	0.31576462276683154	0.0	0.0
Kidney-RCC::S.29	AC>TG	0.0	0.03615713030866342	0.3058008021299342	0.6580420675614024	0.0	0.0
Kidney-RCC::S.29	AC>TT	0.0	0.03591842293667329	0.7092795849251508	0.254801992138176	0.0	0.0
Kidney-RCC::S.29	AT>CA	0.0	0.07780103395380032	0.009680356407275915	0.9125186096389238	0.0	0.0
Kidney-RCC::S.29	AT>CC	0.0	1.1427359312244364e-15	0.010431546572177356	0.9895684534278214	0.0	0.0
Kidney-RCC::S.29	AT>CG	0.0	8.786370908381574e-15	0.0016904011684201335	0.998309598831571	0.0	0.0
Kidney-RCC::S.29	AT>GA	0.0	0.020401291658803992	0.10198273037301124	0.8776159779681848	0.0	0.0
Kidney-RCC::S.29	AT>GC	0.0	0.0019489308890800903	0.001904637005237361	0.9961464321056825	0.0	0.0
Kidney-RCC::S.29	AT>TA	0.0	0.11428436868719583	0.055489359592750274	0.8302262717200539	0.0	0.0
Kidney-RCC::S.29	CC>AA	0.0	0.29096955211472514	0.345006754650317	0.3640236932349579	0.0	0.0
Kidney-RCC::S.29	CC>AG	0.0	0.08092886455588268	0.9178732959268737	0.0011978395172435425	0.0	0.0
Kidney-RCC::S.29	CC>AT	0.0	0.9255686532204127	0.025815555973736592	0.0486157908058507	0.0	0.0
Kidney-RCC::S.29	CC>GA	0.0	0.0902527141090804	0.9023159428180962	0.007431343072823358	0.0	0.0
Kidney-RCC::S.29	CC>GG	0.0	0.0036206791574796776	0.8979227272453285	0.0984565935971919	0.0	0.0
Kidney-RCC::S.29	CC>GT	0.0	0.02172095496593082	0.9353706526604114	0.04290839237365786	0.0	0.0
Kidney-RCC::S.29	CC>TA	0.0	0.07114507444305725	0.9288549255569392	3.663379838631399e-15	0.0	0.0
Kidney-RCC::S.29	CC>TG	0.0	0.0011676490554796228	0.9666831476931067	0.03214920325141376	0.0	0.0
Kidney-RCC::S.29	CC>TT	0.0	0.29096955211472514	0.345006754650317	0.3640236932349579	0.0	0.0
Kidney-RCC::S.29	CG>AT	0.0	0.036762975819898035	0.9556141046320884	0.007622919548013576	0.0	0.0
Kidney-RCC::S.29	CG>GC	0.0	0.006569584682691275	0.7601743725573634	0.23325604275994535	0.0	0.0
Kidney-RCC::S.29	CG>GT	0.0	2.159997744345208e-15	0.9938121850332733	0.006187814966724643	0.0	0.0
Kidney-RCC::S.29	CG>TA	0.0	0.29096955211472514	0.345006754650317	0.3640236932349579	0.0	0.0
Kidney-RCC::S.29	CG>TC	0.0	7.813293428611418e-16	0.9947340495137605	0.005265950486238687	0.0	0.0
Kidney-RCC::S.29	CG>TT	0.0	0.01891346438190025	0.9794986285215477	0.0015879070965520506	0.0	0.0
Kidney-RCC::S.29	CT>AA	0.0	1.562164901680683e-15	0.9999999999999966	1.9543798752097972e-15	0.0	0.0
Kidney-RCC::S.29	CT>AC	0.0	3.588972420797757e-15	0.9999999999999915	5.016550289963293e-15	0.0	0.0
Kidney-RCC::S.29	CT>AG	0.0	0.008837859536670765	0.9614701118610308	0.029692028602298418	0.0	0.0
Kidney-RCC::S.29	CT>GA	0.0	0.06852489187386777	0.7471842249969417	0.18429088312919065	0.0	0.0
Kidney-RCC::S.29	CT>GC	0.0	0.00425493220013056	0.1055119464293428	0.8902331213705267	0.0	0.0
Kidney-RCC::S.29	CT>GG	0.0	0.07978632635042303	0.586628595235942	0.333585078413635	0.0	0.0
Kidney-RCC::S.29	CT>TA	0.0	7.918552036197683e-14	0.9999999999998217	9.906674208143031e-14	0.0	0.0
Kidney-RCC::S.29	CT>TC	0.0	1.1438189054763802e-16	1.3562424164934222e-16	0.9999999999999998	0.0	0.0
Kidney-RCC::S.29	CT>TG	0.0	0.0027418713307441034	0.9972581286692552	7.796083824347884e-16	0.0	0.0
Kidney-RCC::S.29	GC>AA	0.0	1.0	2.5293529659435148e-17	2.6687721203916058e-17	0.0	0.0
Kidney-RCC::S.29	GC>AG	0.0	0.7518381639301307	0.2434587201090275	0.0047031159608418105	0.0	0.0
Kidney-RCC::S.29	GC>AT	0.0	0.80640066712812	0.16403443148450036	0.029564901387379633	0.0	0.0
Kidney-RCC::S.29	GC>CA	0.0	0.5603571067568356	0.40910622735908675	0.03053666588407765	0.0	0.0
Kidney-RCC::S.29	GC>CG	0.0	0.0003829284283564769	3.521539158029045e-15	0.99961707157164	0.0	0.0
Kidney-RCC::S.29	GC>TA	0.0	0.9549579025456497	0.044716101308277266	0.00032599614607302184	0.0	0.0
Kidney-RCC::S.29	TA>AT	0.0	0.32696393357656883	0.09215214915337958	0.5808839172700515	0.0	0.0
Kidney-RCC::S.29	TA>CG	0.0	0.10805494913809746	0.07192723814201574	0.8200178127198868	0.0	0.0
Kidney-RCC::S.29	TA>CT	0.0	0.13845735104644843	0.41432243933603025	0.4472202096175214	0.0	0.0
Kidney-RCC::S.29	TA>GC	0.0	0.039077374558479074	0.14698937740439186	0.813933248037129	0.0	0.0
Kidney-RCC::S.29	TA>GG	0.0	0.33587598350541226	0.03297473321672107	0.6311492832778668	0.0	0.0
Kidney-RCC::S.29	TA>GT	0.0	0.24003705927174232	0.0018604948703514524	0.7581024458579063	0.0	0.0
Kidney-RCC::S.29	TC>AA	0.0	0.8540651558210165	0.1031847828143152	0.0427500613646682	0.0	0.0
Kidney-RCC::S.29	TC>AG	0.0	0.18420131519832983	0.8154171553935311	0.0003815294081390906	0.0	0.0
Kidney-RCC::S.29	TC>AT	0.0	0.7495314098276745	0.05292712887864776	0.19754146129367772	0.0	0.0
Kidney-RCC::S.29	TC>CA	0.0	0.8543707977663333	0.11913967489199528	0.026489527341671332	0.0	0.0
Kidney-RCC::S.29	TC>CG	0.0	0.14087126559184648	0.3035069109681071	0.5556218234400464	0.0	0.0
Kidney-RCC::S.29	TC>CT	0.0	0.00045247746628575817	0.5132457911253424	0.4863017314083719	0.0	0.0
Kidney-RCC::S.29	TC>GA	0.0	0.8322228901904034	0.16777710980959643	2.001352624140652e-16	0.0	0.0
Kidney-RCC::S.29	TC>GG	0.0	0.004717911827274754	0.685151486790088	0.31013060138263737	0.0	0.0
Kidney-RCC::S.29	TC>GT	0.0	0.29096955211472514	0.345006754650317	0.3640236932349579	0.0	0.0
Kidney-RCC::S.29	TG>AA	0.0	0.1387310662645111	0.46354059834895806	0.39772833538653085	0.0	0.0
Kidney-RCC::S.29	TG>AC	0.0	0.009253798719383819	0.7918767782385894	0.19886942304202684	0.0	0.0
Kidney-RCC::S.29	TG>AT	0.0	3.148946374450063e-17	0.9943807189714342	0.005619281028565748	0.0	0.0
Kidney-RCC::S.29	TG>CA	0.0	0.022754257955567833	0.3225594233965727	0.6546863186478595	0.0	0.0
Kidney-RCC::S.29	TG>CC	0.0	0.013297233277017421	0.8740873504556737	0.11261541626730896	0.0	0.0
Kidney-RCC::S.29	TG>CT	0.0	0.00029839233045209676	0.999701607669548	3.182912099798097e-17	0.0	0.0
Kidney-RCC::S.29	TG>GA	0.0	0.3372948623300354	0.31960341304584167	0.3431017246241231	0.0	0.0
Kidney-RCC::S.29	TG>GC	0.0	0.06065396725596951	0.5622231129775729	0.3771229197664576	0.0	0.0
Kidney-RCC::S.29	TG>GT	0.0	0.0009004151616037621	0.7639836151550611	0.23511596968333515	0.0	0.0
Kidney-RCC::S.29	TT>AA	0.0	7.902752251903249e-05	0.0008475306652553639	0.9990734418122255	0.0	0.0
Kidney-RCC::S.29	TT>AC	0.0	1.6983208777070254e-05	0.0032944079850029903	0.9966886088062199	0.0	0.0
Kidney-RCC::S.29	TT>AG	0.0	1.288814534749066e-16	0.03904104606116186	0.960958953938838	0.0	0.0
Kidney-RCC::S.29	TT>CA	0.0	7.399115186719925e-17	8.77323657853934e-17	0.9999999999999999	0.0	0.0
Kidney-RCC::S.29	TT>CC	0.0	2.042072180456218e-16	2.4213141568266587e-16	0.9999999999999996	0.0	0.0
Kidney-RCC::S.29	TT>CG	0.0	2.7920669291177413e-15	0.0043132620146370615	0.9956867379853601	0.0	0.0
Kidney-RCC::S.29	TT>GA	0.0	1.658012718627407e-16	1.9659293663724972e-16	0.9999999999999997	0.0	0.0
Kidney-RCC::S.29	TT>GC	0.0	1.9695107600747317e-15	0.00011507570012436647	0.9998849242998737	0.0	0.0
Kidney-RCC::S.29	TT>GG	0.0	0.29096955211472514	0.345006754650317	0.3640236932349579	0.0	0.0
Kidney-RCC::S.30	AC>CA	0.002599084835165778	0.06714737085560052	0.0	0.0	0.9302535443092337	0.0
Kidney-RCC::S.30	AC>CG	0.0027773670731480802	0.010139872216582687	0.0	0.0	0.9870827607102691	0.0
Kidney-RCC::S.30	AC>CT	0.0008118147291265614	1.2505280568008164e-16	0.0	0.0	0.9991881852708734	0.0
Kidney-RCC::S.30	AC>GA	0.0015994526344640233	0.0693035820544118	0.0	0.0	0.9290969653111243	0.0
Kidney-RCC::S.30	AC>GG	1.0745766472229944e-16	4.2149860974606183e-16	0.0	0.0	0.9999999999999996	0.0
Kidney-RCC::S.30	AC>GT	0.004234595270582406	3.951456290920373e-07	0.0	0.0	0.9957650095837886	0.0
Kidney-RCC::S.30	AC>TA	0.006473252602768682	0.01296416003833843	0.0	0.0	0.9805625873588929	0.0
Kidney-RCC::S.30	AC>TG	6.519505920360024e-05	0.001270073559013533	0.0	0.0	0.9986647313817829	0.0
Kidney-RCC::S.30	AC>TT	0.01192335292270588	0.0015343360108217477	0.0	0.0	0.9865423110664724	0.0
Kidney-RCC::S.30	AT>CA	0.0005301725739000296	0.029991109791376546	0.0	0.0	0.9694787176347233	0.0
Kidney-RCC::S.30	AT>CC	4.304343733123248e-16	1.6859539802001531e-15	0.0	0.0	0.9999999999999979	0.0
Kidney-RCC::S.30	AT>CG	0.054551797316743464	0.2887625913920665	0.0	0.0	0.6566856112911901	0.0
Kidney-RCC::S.30	AT>GA	0.004720914826664449	0.021249070745602207	0.0	0.0	0.9740300144277333	0.0
Kidney-RCC::S.30	AT>GC	0.0005910235013844206	0.004148951303165848	0.0	0.0	0.9952600251954498	0.0
Kidney-RCC::S.30	AT>TA	0.007496874168127955	0.17305833728773956	0.0	0.0	0.8194447885441325	0.0
Kidney-RCC::S.30	CC>AA	1.0	2.2555078782004058e-17	0.0	0.0	6.78156035378922e-17	0.0
Kidney-RCC::S.30	CC>AG	0.31713009971427303	0.05535799311218255	0.0	0.0	0.6275119071735443	0.0
Kidney-RCC::S.30	CC>AT	0.4119448932864831	0.1509449056806549	0.0	0.0	0.4371102010328619	0.0
Kidney-RCC::S.30	CC>GA	0.20619372861762933	0.09651843217090711	0.0	0.0	0.6972878392114635	0.0
Kidney-RCC::S.30	CC>GG	0.02605487543564607	0.009860171258375188	0.0	0.0	0.9640849533059788	0.0
Kidney-RCC::S.30	CC>GT	0.011146136210933888	0.0018887011456589424	0.0	0.0	0.9869651626434072	0.0
Kidney-RCC::S.30	CC>TA	0.7946338014755412	0.01970493346300337	0.0	0.0	0.1856612650614554	0.0
Kidney-RCC::S.30	CC>TG	0.002801438590485281	0.00022887377080390192	0.0	0.0	0.9969696876387107	0.0
Kidney-RCC::S.30	CC>TT	0.05990327369076312	0.23463312636669806	0.0	0.0	0.7054635999425388	0.0
Kidney-RCC::S.30	CG>AT	0.3809825359170392	0.22422544396250008	0.0	0.0	0.3947920201204607	0.0
Kidney-RCC::S.30	CG>GC	0.8269518885919693	0.026663002059847604	0.0	0.0	0.1463851093481829	0.0
Kidney-RCC::S.30	CG>GT	0.7028860847582864	8.967220781942791e-15	0.0	0.0	0.2971139152417045	0.0
Kidney-RCC::S.30	CG>TA	0.05990327369076312	0.23463312636669806	0.0	0.0	0.7054635999425388	0.0
Kidney-RCC::S.30	CG>TC	0.748159597886867	5.6824904956480505e-15	0.0	0.0	0.2518404021131274	0.0
Kidney-RCC::S.30	CG>TT	0.8112309501768277	0.12292964522883938	0.0	0.0	0.06583940459433302	0.0
Kidney-RCC::S.30	CT>AA	0.9999999999999797	5.087189760587402e-15	0.0	0.0	1.5295483880166122e-14	0.0
Kidney-RCC::S.30	CT>AC	0.05990327369076312	0.23463312636669806	0.0	0.0	0.7054635999425388	0.0
Kidney-RCC::S.30	CT>AG	0.12757700065088431	0.18412846577079672	0.0	0.0	0.6882945335783189	0.0
Kidney-RCC::S.30	CT>GA	0.001061819281526143	0.09216344974642367	0.0	0.0	0.9067747309720502	0.0
Kidney-RCC::S.30	CT>GC	0.00777917003999941	0.009778037768763995	0.0	0.0	0.9824427921912365	0.0
Kidney-RCC::S.30	CT>GG	0.0015257882453907905	0.03672825471965837	0.0	0.0	0.9617459570349508	0.0
Kidney-RCC::S.30	CT>TA	0.9999999999999807	4.8313251289543835e-15	0.0	0.0	1.452618422105618e-14	0.0
Kidney-RCC::S.30	CT>TC	0.1903502974223243	8.096497025775946e-14	0.0	0.0	0.8096497025775946	0.0
Kidney-RCC::S.30	CT>TG	0.844427495347523	0.15557250465236544	0.0	0.0	1.1149362833419523e-13	0.0
Kidney-RCC::S.30	GC>AA	0.006592310936993251	0.9934076890630068	0.0	0.0	6.371507315397009e-17	0.0
Kidney-RCC::S.30	GC>AG	0.0004633317664176569	0.0375981574865919	0.0	0.0	0.9619385107469904	0.0
Kidney-RCC::S.30	GC>AT	0.0013457703009627118	0.030452964503481506	0.0	0.0	0.9682012651955557	0.0
Kidney-RCC::S.30	GC>CA	0.005957401970194063	0.15609098646480915	0.0	0.0	0.8379516115649969	0.0
Kidney-RCC::S.30	GC>CG	0.004891859756872376	0.00016771742395136434	0.0	0.0	0.9949404228191762	0.0
Kidney-RCC::S.30	GC>TA	0.006225338702866851	0.3494121323866496	0.0	0.0	0.6443625289104835	0.0
Kidney-RCC::S.30	TA>AT	0.017400315122405856	0.4489290288786939	0.0	0.0	0.5336706559989002	0.0
Kidney-RCC::S.30	TA>CG	0.002284117525084404	0.10974338738576828	0.0	0.0	0.8879724950891473	0.0
Kidney-RCC::S.30	TA>CT	0.0028600431274448048	0.20787923487578552	0.0	0.0	0.7892607219967698	0.0
Kidney-RCC::S.30	TA>GC	0.02419580904908214	0.04821500635328046	0.0	0.0	0.9275891845976374	0.0
Kidney-RCC::S.30	TA>GG	0.003437941003625176	0.22581145974234268	0.0	0.0	0.7707505992540322	0.0
Kidney-RCC::S.30	TA>GT	0.0208180344617133	0.3012389559690986	0.0	0.0	0.6779430095691882	0.0
Kidney-RCC::S.30	TC>AA	0.0016003145103609178	0.976239116810881	0.0	0.0	0.022160568678757986	0.0
Kidney-RCC::S.30	TC>AG	0.000773150038582243	0.01687158149325001	0.0	0.0	0.9823552684681678	0.0
Kidney-RCC::S.30	TC>AT	1.3828068125800365e-17	0.06510180524965131	0.0	0.0	0.9348981947503487	0.0
Kidney-RCC::S.30	TC>CA	0.001470863104936998	0.42583185642122917	0.0	0.0	0.5726972804738338	0.0
Kidney-RCC::S.30	TC>CG	8.976421087836086e-05	0.021546895031331708	0.0	0.0	0.9783633407577899	0.0
Kidney-RCC::S.30	TC>CT	0.011834884230263333	6.82392781135836e-05	0.0	0.0	0.988096876491623	0.0
Kidney-RCC::S.30	TC>GA	0.004917317973767015	0.4720263450000369	0.0	0.0	0.5230563370261961	0.0
Kidney-RCC::S.30	TC>GG	0.000485366283061562	0.0011933355422790177	0.0	0.0	0.9983212981746594	0.0
Kidney-RCC::S.30	TC>GT	0.9999999999992282	1.9058732010875994e-13	0.0	0.0	5.812913263317178e-13	0.0
Kidney-RCC::S.30	TG>AA	0.027730159945401123	0.1668264622691649	0.0	0.0	0.805443377785434	0.0
Kidney-RCC::S.30	TG>AC	0.005492462520299813	0.006875518632175061	0.0	0.0	0.9876320188475252	0.0
Kidney-RCC::S.30	TG>AT	0.5138126892462234	1.9558270474116387e-15	0.0	0.0	0.4861873107537748	0.0
Kidney-RCC::S.30	TG>CA	0.0011420717202679357	0.014882236702781966	0.0	0.0	0.9839756915769501	0.0
Kidney-RCC::S.30	TG>CC	0.0009200372828845604	0.004338827675173743	0.0	0.0	0.9947411350419416	0.0
Kidney-RCC::S.30	TG>CT	0.35995347619050344	0.022456186015629955	0.0	0.0	0.6175903377938665	0.0
Kidney-RCC::S.30	TG>GA	0.02751810692112924	0.3429656280709966	0.0	0.0	0.6295162650078742	0.0
Kidney-RCC::S.30	TG>GC	0.011847810562425875	0.06140237051728372	0.0	0.0	0.9267498189202903	0.0
Kidney-RCC::S.30	TG>GT	0.25963595765758	0.003056836665902705	0.0	0.0	0.7373072056765173	0.0
Kidney-RCC::S.30	TT>AA	0.6943170442073647	0.006764535174160206	0.0	0.0	0.298918420618475	0.0
Kidney-RCC::S.30	TT>AC	0.009429627266148549	4.2082765066721436e-05	0.0	0.0	0.9905282899687847	0.0
Kidney-RCC::S.30	TT>AG	0.04126465069461469	3.1341633635534104e-15	0.0	0.0	0.9587353493053823	0.0
Kidney-RCC::S.30	TT>CA	0.059856459330143545	0.2344497607655502	0.0	0.0	0.7056937799043063	0.0
Kidney-RCC::S.30	TT>CC	0.0001060990177746948	5.815270549172311e-16	0.0	0.0	0.999893900982225	0.0
Kidney-RCC::S.30	TT>CG	0.12357723577234071	1.3753387533873446e-13	0.0	0.0	0.8764227642275217	0.0
Kidney-RCC::S.30	TT>GA	0.9999999999986167	3.4098816979771896e-13	0.0	0.0	1.0422871723483608e-12	0.0
Kidney-RCC::S.30	TT>GC	0.007882793216019725	8.36053825941486e-14	0.0	0.0	0.9921172067838966	0.0
Kidney-RCC::S.30	TT>GG	0.05990327369076312	0.23463312636669806	0.0	0.0	0.7054635999425388	0.0
Kidney-RCC::S.31	AC>CA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>CG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>CT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>GA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>GG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>GT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>TA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>TG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AC>TT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AT>CA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AT>CC	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AT>CG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AT>GA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AT>GC	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	AT>TA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>AA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>AG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>AT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>GA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>GG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>GT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>TA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>TG	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CC>TT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CG>AT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CG>GC	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CG>GT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CG>TA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CG>TC	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CG>TT	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CT>AA	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CT>AC	0.0	0.0	0.0	0.0	1.0	0.0
Kidney-RCC::S.31	CT>AG	0.0	0.0	0.0	0.0	1.0	0.0
